Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL/Filename,Threat/Content Name,Category,Severity,Direction,Sequence Number,Action Flags,Source Country,Destination Country,cpadding,contenttype,pcap_id,filedigest,cloud,url_idx,user_agent,filetype,xff,referer,sender,subject,recipient,reportid,dg_hier_level_1,dg_hier_level_2,dg_hier_level_3,dg_hier_level_4,Virtual System Name,Device Name,file_url,Source VM UUID,Destination VM UUID,http_method,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,parent_start_time,tunnel,thr_category,contentver,sig_flags
1,2017/03/31 18:57:00,001606050200,THREAT,vulnerability,1,2017/03/31 18:57:00,192.168.4.100,192.168.4.85,,,kkctf,,,ssh,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 18:57:00,54821,1,63344,22,0,0,0x6000,tcp,alert,,SSH2 Login Attempt(31914),any,informational,client-to-server,1523614,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 18:19:06,001606050200,THREAT,vulnerability,1,2017/03/31 18:19:06,192.168.4.100,192.168.4.85,,,kkctf,,,ssh,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 18:19:06,50205,1,63236,22,0,0,0x6000,tcp,alert,,SSH2 Login Attempt(31914),any,informational,client-to-server,1522895,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 17:56:36,001606050200,THREAT,vulnerability,1,2017/03/31 17:56:36,192.168.4.100,192.168.4.85,,,kkctf,,,ssh,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:56:36,47764,1,63042,22,0,0,0x6000,tcp,alert,panos.wildfire.paloaltonetworks.com/,SSH2 Login Attempt(31914),any,informational,client-to-server,1522549,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 17:41:07,001606050200,THREAT,vulnerability,1,2017/03/31 17:41:07,192.168.4.100,192.168.4.15,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:41:07,46430,1,62517,445,0,0,0x6000,tcp,alert,content.portal.jask.ai/,Microsoft Windows user enumeration(30842),any,informational,client-to-server,1522319,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 17:41:01,001606050200,THREAT,vulnerability,1,2017/03/31 17:41:01,192.168.4.100,192.168.4.15,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:41:01,46364,1,137,137,0,0,0x6000,udp,alert,panos.wildfire.paloaltonetworks.com/,NetBIOS nbtstat query(31707),any,informational,client-to-server,1522318,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 17:40:28,001606050200,THREAT,vulnerability,1,2017/03/31 17:40:28,192.168.4.100,192.168.4.35,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:40:28,46372,2,62512,139,0,0,0x6000,tcp,alert,,Service Enum Through SMB ServiceEnum2(30867),any,informational,client-to-server,1522313,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 17:40:25,001606050200,THREAT,vulnerability,1,2017/03/31 17:40:25,192.168.4.100,192.168.4.35,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:40:25,46369,2,137,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1522312,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 17:40:04,001606050200,THREAT,vulnerability,1,2017/03/31 17:40:04,192.168.4.100,192.168.4.15,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:40:04,46311,1,137,137,0,0,0x6000,udp,alert,content-ingest.portal.jask.ai/,NetBIOS nbtstat query(31707),any,informational,client-to-server,1522309,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 17:39:51,001606050200,THREAT,vulnerability,1,2017/03/31 17:39:51,192.168.4.100,192.168.4.85,,,kkctf,,,ssh,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 17:39:51,46291,1,62907,22,0,0,0x6000,tcp,alert,content-ingest.portal.jask.ai/,SSH2 Login Attempt(31914),any,informational,client-to-server,1522306,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:57:53,001606050200,THREAT,vulnerability,1,2017/03/31 16:57:53,8.8.8.8,192.168.4.61,,,rule1,,,dns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 16:57:53,40425,1,53,50402,0,0,0x6000,udp,alert,panos.wildfire.paloaltonetworks.com/,DGA NXDOMAIN response(36518),any,informational,server-to-client,1521893,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 16:46:15,001606050200,THREAT,vulnerability,1,2017/03/31 16:46:15,192.168.4.85,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:46:15,38617,1,54652,21,0,0,0x6000,tcp,alert,content-ingest.portal.jask.ai/,FTP Login Failed(40000),any,informational,client-to-server,1521801,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:44:33,001606050200,THREAT,vulnerability,1,2017/03/31 16:44:33,192.168.4.85,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:44:33,38134,1,51718,21,0,0,0x6000,tcp,alert,panos.wildfire.paloaltonetworks.com/,FTP Login Failed(40000),any,informational,client-to-server,1521786,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:44:14,001606050200,THREAT,vulnerability,1,2017/03/31 16:44:14,192.168.4.85,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:44:14,38223,1,51717,21,0,0,0x6000,tcp,alert,,FTP Login Failed(40000),any,informational,client-to-server,1521782,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:42:44,001606050200,THREAT,vulnerability,1,2017/03/31 16:42:44,192.168.4.61,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:42:44,37985,1,64411,21,0,0,0x6000,tcp,alert,,FTP Login Failed(40000),any,informational,client-to-server,1521769,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:42:19,001606050200,THREAT,vulnerability,1,2017/03/31 16:42:19,192.168.4.61,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:42:19,37902,1,64408,21,0,0,0x6000,tcp,alert,content.portal.jask.ai/,FTP Login Failed(40000),any,informational,client-to-server,1521761,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:42:06,001606050200,THREAT,vulnerability,1,2017/03/31 16:42:06,192.168.4.61,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:42:06,37857,1,64403,21,0,0,0x6000,tcp,alert,content.portal.jask.ai/,FTP Login Failed(40000),any,informational,client-to-server,1521759,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:41:56,001606050200,THREAT,vulnerability,1,2017/03/31 16:41:56,192.168.4.61,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:41:56,37850,1,64400,21,0,0,0x6000,tcp,alert,content-ingest.portal.jask.ai/,FTP Login Failed(40000),any,informational,client-to-server,1521757,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:40:35,001606050200,THREAT,vulnerability,1,2017/03/31 16:40:35,192.168.4.61,207.140.42.11,,,rule1,,,ftp,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/31 16:40:35,37630,1,64385,21,0,0,0x6000,tcp,alert,,FTP Login Failed(40000),any,informational,client-to-server,1521747,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:40:15,001606050200,THREAT,vulnerability,1,2017/03/31 16:40:15,8.8.8.8,192.168.4.61,,,rule1,,,dns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 16:40:15,37591,1,53,56203,0,0,0x6000,udp,alert,content-ingest.portal.jask.ai/,DGA NXDOMAIN response(36518),any,informational,server-to-client,1521743,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 16:37:08,001606050200,THREAT,vulnerability,1,2017/03/31 16:37:08,192.203.230.10,192.168.4.35,,,rule1,,,dns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 16:37:08,37124,1,53,57230,0,0,0x6000,udp,alert,comet.yahoo.com/,DGA NXDOMAIN response(36518),any,informational,server-to-client,1521708,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/31 16:36:58,001606050200,THREAT,vulnerability,1,2017/03/31 16:36:58,192.168.4.100,192.168.4.35,,,kkctf,,,ldap,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 16:36:58,37133,4,59059,389,0,0,0x6000,tcp,alert,content-ingest.portal.jask.ai/,LDAP Authentication Via BIND Request Failed(31706),any,informational,client-to-server,1521705,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:36:52,001606050200,THREAT,vulnerability,1,2017/03/31 16:36:52,192.168.4.100,192.168.4.35,,,kkctf,,,ldap,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 16:36:52,37088,2,59057,389,0,0,0x6000,tcp,alert,,LDAP Authentication Via BIND Request Failed(31706),any,informational,client-to-server,1521704,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/31 16:36:46,001606050200,THREAT,vulnerability,1,2017/03/31 16:36:46,192.168.4.100,192.168.4.35,,,kkctf,,,ldap,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/31 16:36:46,37108,2,49694,389,0,0,0x6000,tcp,alert,comet.yahoo.com/,LDAP Authentication Via BIND Request Failed(31706),any,informational,client-to-server,1521702,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/03/30 17:41:42,001606050200,THREAT,scan,1,2017/03/30 17:41:42,192.168.4.35,8.8.8.8,,,,,,not-applicable,vsys1,trust,untrust,ethernet1/2,,,2017/03/30 17:41:42,0,1,59778,53,0,0,0x6000,udp,alert,,SCAN: Host Sweep(8002),any,medium,client-to-server,1510934,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,scan,AppThreat-0-0,0x0
1,2017/03/30 17:41:35,001606050200,THREAT,scan,1,2017/03/30 17:41:35,192.168.4.35,8.19.31.10,,,,,,not-applicable,vsys1,trust,untrust,ethernet1/2,,,2017/03/30 17:41:35,0,1,56546,53,0,0,0x6000,udp,alert,,SCAN: Host Sweep(8002),any,medium,client-to-server,1510900,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,scan,AppThreat-0-0,0x0
1,2017/03/30 17:41:33,001606050200,THREAT,vulnerability,1,2017/03/30 17:41:33,192.168.4.35,40.114.54.223,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 17:41:33,40005,1,57504,80,0,0,0x6000,tcp,alert,otf.msn.com/c.gif?,HTTP OPTIONS Method(30520),internet-portals,informational,client-to-server,1510872,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,2,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/03/30 17:41:31,001606050200,THREAT,vulnerability,1,2017/03/30 17:41:31,104.20.17.160,192.168.4.35,,,rule1,,,web-browsing,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/30 17:41:31,40139,4,80,57560,0,0,0x6000,tcp,alert,OvaMediaPlayer.js,JavaScript Obfuscation Detected(31826),insufficient-content,low,server-to-client,1510852,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 17:41:31,001606050200,THREAT,vulnerability,1,2017/03/30 17:41:31,104.20.17.160,192.168.4.35,,,rule1,,,web-browsing,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/03/30 17:41:31,40139,12,80,57560,0,0,0x6000,tcp,alert,OvaMediaPlayer.js,JavaScript Obfuscation Detected(31825),insufficient-content,low,server-to-client,1510851,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,1,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x2
1,2017/03/30 16:57:02,001606050200,THREAT,vulnerability,1,2017/03/30 16:57:02,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:57:02,37504,3,53552,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510124,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,41,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:56:52,001606050200,THREAT,vulnerability,1,2017/03/30 16:56:52,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:56:52,37504,7,53552,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510122,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,3,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:55:30,001606050200,THREAT,vulnerability,1,2017/03/30 16:55:30,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:55:30,36673,5,53386,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510105,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,49,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:55:24,001606050200,THREAT,vulnerability,1,2017/03/30 16:55:24,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:55:24,36673,4,53386,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510104,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,37,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:55:17,001606050200,THREAT,vulnerability,1,2017/03/30 16:55:17,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:55:17,36673,7,53386,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510103,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,16,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:55:04,001606050200,THREAT,vulnerability,1,2017/03/30 16:55:04,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:55:04,36673,3,53386,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510100,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,237,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:54:37,001606050200,THREAT,vulnerability,1,2017/03/30 16:54:37,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:54:37,36673,1,53386,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510095,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,210,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
1,2017/03/30 16:53:59,001606050200,THREAT,vulnerability,1,2017/03/30 16:53:59,192.168.4.38,159.203.64.71,,,rule1,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,JASK,2017/03/30 16:53:59,36673,1,53386,8080,0,0,0x106000,tcp,alert,,Metasploit Windows Meterpreter Reverse HTTP Shell Detection(39601),unknown,critical,client-to-server,1510087,0x0,192.168.0.0-192.168.255.255,United States,0,,0,,,178,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,code-execution,AppThreat-675-3915,0x0
